index,mid,display_name,class
179,/m/0j45pbj,Mallet percussion,noise
180,/m/0dwsp,"Marimba, xylophone",noise
181,/m/0dwtp,Glockenspiel,noise
182,/m/0dwt5,Vibraphone,noise
183,/m/0l156b,Steelpan,noise
184,/m/05pd6,Orchestra,noise
185,/m/01kcd,Brass instrument,noise
186,/m/0319l,French horn,noise
187,/m/07gql,Trumpet,noise
188,/m/07c6l,Trombone,noise
189,/m/0l14_3,Bowed string instrument,noise
190,/m/02qmj0d,String section,noise
191,/m/07y_7,"Violin, fiddle",noise
192,/m/0d8_n,Pizzicato,noise
193,/m/01xqw,Cello,noise
194,/m/02fsn,Double bass,noise
195,/m/085jw,"Wind instrument, woodwind instrument",noise
196,/m/0l14j_,Flute,noise
197,/m/06ncr,Saxophone,noise
198,/m/01wy6,Clarinet,noise
199,/m/03m5k,Harp,noise
200,/m/0395lw,Bell,noise
201,/m/03w41f,Church bell,noise
202,/m/027m70_,Jingle bell,noise
203,/m/0gy1t2s,Bicycle bell,noise
204,/m/07n_g,Tuning fork,noise
205,/m/0f8s22,Chime,noise
206,/m/026fgl,Wind chime,noise
207,/m/0150b9,Change ringing (campanology),noise
208,/m/03qjg,Harmonica,noise
209,/m/0mkg,Accordion,noise
210,/m/0192l,Bagpipes,noise
211,/m/02bxd,Didgeridoo,noise
212,/m/0l14l2,Shofar,noise
213,/m/07kc_,Theremin,noise
214,/m/0l14t7,Singing bowl,noise
215,/m/01hgjl,Scratching (performance technique),noise
216,/m/064t9,Pop music,noise
217,/m/0glt670,Hip hop music,noise
218,/m/02cz_7,Beatboxing,noise
219,/m/06by7,Rock music,noise
220,/m/03lty,Heavy metal,noise
221,/m/05r6t,Punk rock,noise
222,/m/0dls3,Grunge,noise
223,/m/0dl5d,Progressive rock,noise
224,/m/07sbbz2,Rock and roll,noise
225,/m/05w3f,Psychedelic rock,noise
226,/m/06j6l,Rhythm and blues,noise
227,/m/0gywn,Soul music,noise
228,/m/06cqb,Reggae,noise
229,/m/01lyv,Country,noise
230,/m/015y_n,Swing music,noise
231,/m/0gg8l,Bluegrass,noise
232,/m/02x8m,Funk,noise
233,/m/02w4v,Folk music,noise
234,/m/06j64v,Middle Eastern music,noise
235,/m/03_d0,Jazz,noise
236,/m/026z9,Disco,noise
237,/m/0ggq0m,Classical music,noise
238,/m/05lls,Opera,noise
239,/m/02lkt,Electronic music,noise
240,/m/03mb9,House music,noise
241,/m/07gxw,Techno,noise
242,/m/07s72n,Dubstep,noise
243,/m/0283d,Drum and bass,noise
244,/m/0m0jc,Electronica,noise
245,/m/08cyft,Electronic dance music,noise
246,/m/0fd3y,Ambient music,noise
247,/m/07lnk,Trance music,noise
248,/m/0g293,Music of Latin America,noise
249,/m/0ln16,Salsa music,noise
250,/m/0326g,Flamenco,noise
251,/m/0155w,Blues,noise
252,/m/05fw6t,Music for children,noise
253,/m/02v2lh,New-age music,noise
254,/m/0y4f8,Vocal music,noise
255,/m/0z9c,A capella,noise
256,/m/0164x2,Music of Africa,noise
257,/m/0145m,Afrobeat,noise
258,/m/02mscn,Christian music,noise
259,/m/016cjb,Gospel music,noise
260,/m/028sqc,Music of Asia,noise
261,/m/015vgc,Carnatic music,noise
262,/m/0dq0md,Music of Bollywood,noise
263,/m/06rqw,Ska,noise
264,/m/02p0sh1,Traditional music,noise
265,/m/05rwpb,Independent music,noise
266,/m/074ft,Song,noise
267,/m/025td0t,Background music,noise
268,/m/02cjck,Theme music,noise
269,/m/03r5q_,Jingle (music),noise
270,/m/0l14gg,Soundtrack music,noise
271,/m/07pkxdp,Lullaby,noise
272,/m/01z7dr,Video game music,noise
273,/m/0140xf,Christmas music,noise
274,/m/0ggx5q,Dance music,noise
275,/m/04wptg,Wedding music,noise
276,/t/dd00031,Happy music,noise
277,/t/dd00032,Funny music,noise
278,/t/dd00033,Sad music,noise
279,/t/dd00034,Tender music,noise
280,/t/dd00035,Exciting music,noise
281,/t/dd00036,Angry music,noise
282,/t/dd00037,Scary music,noise
283,/m/03m9d0z,Wind,noise
284,/m/09t49,Rustling leaves,noise
285,/t/dd00092,Wind noise (microphone),noise
286,/m/0jb2l,Thunderstorm,noise
287,/m/0ngt1,Thunder,noise
288,/m/0838f,Water,noise
289,/m/06mb1,Rain,noise
290,/m/07r10fb,Raindrop,noise
291,/t/dd00038,Rain on surface,noise
292,/m/0j6m2,Stream,noise
293,/m/0j2kx,Waterfall,noise
294,/m/05kq4,Ocean,noise
295,/m/034srq,"Waves, surf",noise
296,/m/06wzb,Steam,noise
297,/m/07swgks,Gurgling,noise
298,/m/02_41,Fire,noise
299,/m/07pzfmf,Crackle,noise
300,/m/07yv9,Vehicle,vehicle
301,/m/019jd,"Boat, Water vehicle",vehicle
302,/m/0hsrw,"Sailboat, sailing ship",vehicle
303,/m/056ks2,"Rowboat, canoe, kayak",vehicle
304,/m/02rlv9,"Motorboat, speedboat",vehicle
305,/m/06q74,Ship,vehicle
306,/m/012f08,Motor vehicle (road),vehicle
307,/m/0k4j,Car,vehicle
308,/m/0912c9,"Vehicle horn, car horn, honking",vehicle
309,/m/07qv_d5,Toot,vehicle
310,/m/02mfyn,Car alarm,vehicle
311,/m/04gxbd,"Power windows, electric windows",vehicle
312,/m/07rknqz,Skidding,vehicle
313,/m/0h9mv,Tire squeal,vehicle
314,/t/dd00134,Car passing by,vehicle
315,/m/0ltv,"Race car, auto racing",vehicle
316,/m/07r04,Truck,vehicle
317,/m/0gvgw0,Air brake,vehicle
318,/m/05x_td,"Air horn, truck horn",vehicle
319,/m/02rhddq,Reversing beeps,vehicle
320,/m/03cl9h,"Ice cream truck, ice cream van",vehicle
321,/m/01bjv,Bus,vehicle
322,/m/03j1ly,Emergency vehicle,vehicle
323,/m/04qvtq,Police car (siren),vehicle
324,/m/012n7d,Ambulance (siren),vehicle
325,/m/012ndj,"Fire engine, fire truck (siren)",vehicle
326,/m/04_sv,Motorcycle,vehicle
327,/m/0btp2,"Traffic noise, roadway noise",vehicle
328,/m/06d_3,Rail transport,vehicle
329,/m/07jdr,Train,vehicle
330,/m/04zmvq,Train whistle,vehicle
331,/m/0284vy3,Train horn,vehicle
332,/m/01g50p,"Railroad car, train wagon",vehicle
333,/t/dd00048,Train wheels squealing,vehicle
334,/m/0195fx,"Subway, metro, underground",vehicle
335,/m/0k5j,Aircraft,vehicle
336,/m/014yck,Aircraft engine,vehicle
337,/m/04229,Jet engine,vehicle
338,/m/02l6bg,"Propeller, airscrew",vehicle
339,/m/09ct_,Helicopter,vehicle
340,/m/0cmf2,"Fixed-wing aircraft, airplane",vehicle
341,/m/0199g,Bicycle,vehicle
342,/m/06_fw,Skateboard,vehicle
343,/m/02mk9,Engine,vehicle
344,/t/dd00065,Light engine (high frequency),noise
345,/m/08j51y,"Dental drill, dentist's drill",noise
346,/m/01yg9g,Lawn mower,noise
347,/m/01j4z9,Chainsaw,noise
348,/t/dd00066,Medium engine (mid frequency),vehicle
349,/t/dd00067,Heavy engine (low frequency),vehicle
350,/m/01h82_,Engine knocking,vehicle
351,/t/dd00130,Engine starting,vehicle
352,/m/07pb8fc,Idling,vehicle
353,/m/07q2z82,"Accelerating, revving, vroom",vehicle
354,/m/02dgv,Door,noise
355,/m/03wwcy,Doorbell,noise
356,/m/07r67yg,Ding-dong,noise
357,/m/02y_763,Sliding door,noise
358,/m/07rjzl8,Slam,noise
359,/m/07r4wb8,Knock,noise
360,/m/07qcpgn,Tap,noise
361,/m/07q6cd_,Squeak,noise
362,/m/0642b4,Cupboard open or close,noise
363,/m/0fqfqc,Drawer open or close,noise
364,/m/04brg2,"Dishes, pots, and pans",noise
365,/m/023pjk,"Cutlery, silverware",noise
366,/m/07pn_8q,Chopping (food),noise
367,/m/0dxrf,Frying (food),noise
368,/m/0fx9l,Microwave oven,noise
369,/m/02pjr4,Blender,noise
370,/m/02jz0l,"Water tap, faucet",noise
371,/m/0130jx,Sink (filling or washing),noise
372,/m/03dnzn,Bathtub (filling or washing),noise
373,/m/03wvsk,Hair dryer,noise
374,/m/01jt3m,Toilet flush,noise
375,/m/012xff,Toothbrush,noise
376,/m/04fgwm,Electric toothbrush,noise
377,/m/0d31p,Vacuum cleaner,noise
378,/m/01s0vc,Zipper (clothing),noise
379,/m/03v3yw,Keys jangling,noise
380,/m/0242l,Coin (dropping),noise
381,/m/01lsmm,Scissors,noise
382,/m/02g901,"Electric shaver, electric razor",noise
383,/m/05rj2,Shuffling cards,noise
384,/m/0316dw,Typing,noise
385,/m/0c2wf,Typewriter,noise
386,/m/01m2v,Computer keyboard,noise
387,/m/081rb,Writing,noise
388,/m/07pp_mv,Alarm,noise
389,/m/07cx4,Telephone,noise
390,/m/07pp8cl,Telephone bell ringing,noise
391,/m/01hnzm,Ringtone,noise
392,/m/02c8p,"Telephone dialing, DTMF",noise
393,/m/015jpf,Dial tone,noise
394,/m/01z47d,Busy signal,noise
395,/m/046dlr,Alarm clock,noise
396,/m/03kmc9,Siren,vehicle
397,/m/0dgbq,Civil defense siren,vehicle
398,/m/030rvx,Buzzer,noise
399,/m/01y3hg,"Smoke detector, smoke alarm",noise
400,/m/0c3f7m,Fire alarm,noise
401,/m/04fq5q,Foghorn,noise
402,/m/0l156k,Whistle,noise
403,/m/06hck5,Steam whistle,noise
404,/t/dd00077,Mechanisms,noise
405,/m/02bm9n,"Ratchet, pawl",noise
406,/m/01x3z,Clock,noise
407,/m/07qjznt,Tick,noise
408,/m/07qjznl,Tick-tock,noise
409,/m/0l7xg,Gears,noise
410,/m/05zc1,Pulleys,noise
411,/m/0llzx,Sewing machine,noise
412,/m/02x984l,Mechanical fan,noise
413,/m/025wky1,Air conditioning,noise
414,/m/024dl,Cash register,noise
415,/m/01m4t,Printer,noise
416,/m/0dv5r,Camera,noise
417,/m/07bjf,Single-lens reflex camera,noise
418,/m/07k1x,Tools,noise
419,/m/03l9g,Hammer,noise
420,/m/03p19w,Jackhammer,noise
421,/m/01b82r,Sawing,noise
422,/m/02p01q,Filing (rasp),noise
423,/m/023vsd,Sanding,noise
424,/m/0_ksk,Power tool,noise
425,/m/01d380,Drill,noise
426,/m/014zdl,Explosion,explosive
427,/m/032s66,"Gunshot, gunfire",gun_shot
428,/m/04zjc,Machine gun,gun_shot
429,/m/02z32qm,Fusillade,gun_shot
430,/m/0_1c,Artillery fire,gun_shot
431,/m/073cg4,Cap gun,gun_shot
432,/m/0g6b5,Fireworks,noise
433,/g/122z_qxw,Firecracker,noise
434,/m/07qsvvw,"Burst, pop",noise
435,/m/07pxg6y,Eruption,explosive
436,/m/07qqyl4,Boom,explosive
437,/m/083vt,Wood,noise
438,/m/07pczhz,Chop,noise
439,/m/07pl1bw,Splinter,noise
440,/m/07qs1cx,Crack,noise
441,/m/039jq,Glass,noise
442,/m/07q7njn,"Chink, clink",noise
443,/m/07rn7sz,Shatter,noise
444,/m/04k94,Liquid,noise
445,/m/07rrlb6,"Splash, splatter",noise
446,/m/07p6mqd,Slosh,noise
447,/m/07qlwh6,Squish,noise
448,/m/07r5v4s,Drip,noise
449,/m/07prgkl,Pour,noise
450,/m/07pqc89,"Trickle, dribble",noise
451,/t/dd00088,Gush,noise
452,/m/07p7b8y,Fill (with liquid),noise
453,/m/07qlf79,Spray,noise
454,/m/07ptzwd,Pump (liquid),noise
455,/m/07ptfmf,Stir,noise
456,/m/0dv3j,Boiling,noise
457,/m/0790c,Sonar,noise
458,/m/0dl83,Arrow,noise
459,/m/07rqsjt,"Whoosh, swoosh, swish",noise
460,/m/07qnq_y,"Thump, thud",noise
461,/m/07rrh0c,Thunk,noise
462,/m/0b_fwt,Electronic tuner,noise
463,/m/02rr_,Effects unit,noise
464,/m/07m2kt,Chorus effect,noise
465,/m/018w8,Basketball bounce,noise
466,/m/07pws3f,Bang,noise
467,/m/07ryjzk,"Slap, smack",noise
468,/m/07rdhzs,"Whack, thwack",noise
469,/m/07pjjrj,"Smash, crash",noise
470,/m/07pc8lb,Breaking,noise
471,/m/07pqn27,Bouncing,noise
472,/m/07rbp7_,Whip,noise
473,/m/07pyf11,Flap,noise
474,/m/07qb_dv,Scratch,noise
475,/m/07qv4k0,Scrape,noise
476,/m/07pdjhy,Rub,noise
477,/m/07s8j8t,Roll,noise
478,/m/07plct2,Crushing,noise
479,/t/dd00112,"Crumpling, crinkling",noise
480,/m/07qcx4z,Tearing,noise
481,/m/02fs_r,"Beep, bleep",noise
482,/m/07qwdck,Ping,noise
483,/m/07phxs1,Ding,noise
484,/m/07rv4dm,Clang,noise
485,/m/07s02z0,Squeal,noise
486,/m/07qh7jl,Creak,noise
487,/m/07qwyj0,Rustle,noise
488,/m/07s34ls,Whir,noise
489,/m/07qmpdm,Clatter,noise
490,/m/07p9k1k,Sizzle,noise
491,/m/07qc9xj,Clicking,noise
492,/m/07rwm0c,Clickety-clack,noise
493,/m/07phhsh,Rumble,noise
494,/m/07qyrcz,Plop,noise
495,/m/07qfgpx,"Jingle, tinkle",noise
496,/m/07rcgpl,Hum,noise
497,/m/07p78v5,Zing,noise
498,/t/dd00121,Boing,noise
499,/m/07s12q4,Crunch,noise
500,/m/028v0c,Silence,noise
501,/m/01v_m0,Sine wave,noise
502,/m/0b9m1,Harmonic,noise
503,/m/0hdsk,Chirp tone,noise
504,/m/0c1dj,Sound effect,noise
505,/m/07pt_g0,Pulse,noise
506,/t/dd00125,"Inside, small room",noise
507,/t/dd00126,"Inside, large room or hall",noise
508,/t/dd00127,"Inside, public space",noise
509,/t/dd00128,"Outside, urban or manmade",noise
510,/t/dd00129,"Outside, rural or natural",noise
511,/m/01b9nn,Reverberation,noise
512,/m/01jnbd,Echo,noise
513,/m/096m7z,Noise,noise
514,/m/06_y0by,Environmental noise,noise
515,/m/07rgkc5,Static,noise
516,/m/06xkwv,Mains hum,noise
517,/m/0g12c5,Distortion,noise
518,/m/08p9q4,Sidetone,noise
519,/m/07szfh9,Cacophony,noise
520,/m/0chx_,White noise,noise
521,/m/0cj0r,Pink noise,noise
522,/m/07p_0gm,Throbbing,noise
523,/m/01jwx6,Vibration,noise
524,/m/07c52,Television,noise
525,/m/06bz3,Radio,noise
526,/m/07hvw1,Field recording,noise
