,slice_file_name,fsID,start,end,salience,fold,classID,class
494,106905-8-0-2.wav,106905,44.636489000000005,48.636489000000005,2,1,8,siren
495,106905-8-0-3.wav,106905,45.136489000000005,49.136489000000005,2,1,8,siren
496,106955-6-0-0.wav,106955,0.495575,1.6490310000000001,1,9,6,gun_shot
497,107090-1-0-0.wav,107090,25.500254,26.099176,2,8,1,car_horn
498,107090-1-1-0.wav,107090,29.715744,30.54502,2,8,1,car_horn
500,107228-5-0-0.wav,107228,3.134753,7.134753,1,3,5,engine_idling
501,107228-5-0-1.wav,107228,3.634753,7.634753,1,3,5,engine_idling
502,107228-5-0-2.wav,107228,4.134753,8.134753,1,3,5,engine_idling
503,107228-5-0-3.wav,107228,4.634753,8.634753,1,3,5,engine_idling
504,107228-5-0-4.wav,107228,5.134753,9.134753,1,3,5,engine_idling
505,107228-5-0-5.wav,107228,5.634753,9.634753,1,3,5,engine_idling
506,107228-5-0-6.wav,107228,6.134753,10.134753,1,3,5,engine_idling
507,107228-5-0-7.wav,107228,6.634753,10.634753,1,3,5,engine_idling
508,107357-8-0-0.wav,107357,0.0,4.0,2,7,8,siren
509,107357-8-0-1.wav,107357,0.5,4.5,2,7,8,siren
510,107357-8-0-2.wav,107357,1.0,5.0,2,7,8,siren
511,107357-8-0-3.wav,107357,1.5,5.5,2,7,8,siren
512,107357-8-0-4.wav,107357,2.0,6.0,2,7,8,siren
513,107357-8-0-5.wav,107357,2.5,6.5,2,7,8,siren
514,107357-8-0-6.wav,107357,3.0,7.0,2,7,8,siren
515,107357-8-0-7.wav,107357,3.5,7.5,2,7,8,siren
516,107357-8-0-8.wav,107357,4.0,8.0,2,7,8,siren
517,107357-8-1-0.wav,107357,159.017232,163.017232,2,7,8,siren
518,107357-8-1-1.wav,107357,159.517232,163.517232,2,7,8,siren
519,107357-8-1-10.wav,107357,164.017232,168.017232,2,7,8,siren
520,107357-8-1-11.wav,107357,164.517232,168.517232,2,7,8,siren
521,107357-8-1-12.wav,107357,165.017232,169.017232,2,7,8,siren
522,107357-8-1-13.wav,107357,165.517232,169.517232,2,7,8,siren
523,107357-8-1-14.wav,107357,166.017232,170.017232,2,7,8,siren
524,107357-8-1-15.wav,107357,166.517232,170.517232,2,7,8,siren
525,107357-8-1-16.wav,107357,167.017232,171.017232,2,7,8,siren
526,107357-8-1-17.wav,107357,167.517232,171.517232,2,7,8,siren
527,107357-8-1-18.wav,107357,168.017232,172.017232,2,7,8,siren
528,107357-8-1-2.wav,107357,160.017232,164.017232,2,7,8,siren
529,107357-8-1-3.wav,107357,160.517232,164.517232,2,7,8,siren
530,107357-8-1-4.wav,107357,161.017232,165.017232,2,7,8,siren
531,107357-8-1-5.wav,107357,161.517232,165.517232,2,7,8,siren
532,107357-8-1-6.wav,107357,162.017232,166.017232,2,7,8,siren
533,107357-8-1-7.wav,107357,162.517232,166.517232,2,7,8,siren
534,107357-8-1-8.wav,107357,163.017232,167.017232,2,7,8,siren
535,107357-8-1-9.wav,107357,163.517232,167.517232,2,7,8,siren
611,110622-6-0-0.wav,110622,0.0,1.501211,1,3,6,gun_shot
626,111048-6-0-0.wav,111048,0.0,1.3145790000000002,1,6,6,gun_shot
627,111386-5-0-0.wav,111386,2.784895,6.784895,1,6,5,engine_idling
628,111386-5-0-1.wav,111386,3.2848949999999997,7.284895,1,6,5,engine_idling
629,111386-5-0-2.wav,111386,3.7848949999999997,7.784895,1,6,5,engine_idling
630,111386-5-0-3.wav,111386,4.284895,8.284895,1,6,5,engine_idling
631,111386-5-0-4.wav,111386,4.784895,8.784895,1,6,5,engine_idling
632,111386-5-0-5.wav,111386,5.284895,9.284895,1,6,5,engine_idling
633,111386-5-0-6.wav,111386,5.784895,9.784895,1,6,5,engine_idling
634,111386-5-0-7.wav,111386,6.284895,10.284895,1,6,5,engine_idling
635,111386-5-1-0.wav,111386,28.890258000000003,32.890258,1,6,5,engine_idling
636,111386-5-1-1.wav,111386,29.390258000000003,33.390258,1,6,5,engine_idling
637,111386-5-1-10.wav,111386,33.890258,37.890258,1,6,5,engine_idling
638,111386-5-1-11.wav,111386,34.390258,38.390258,1,6,5,engine_idling
639,111386-5-1-12.wav,111386,34.890258,38.890258,1,6,5,engine_idling
640,111386-5-1-13.wav,111386,35.390258,39.390258,1,6,5,engine_idling
641,111386-5-1-14.wav,111386,35.890258,39.890258,1,6,5,engine_idling
642,111386-5-1-2.wav,111386,29.890258000000003,33.890258,1,6,5,engine_idling
643,111386-5-1-3.wav,111386,30.390258000000003,34.390258,1,6,5,engine_idling
644,111386-5-1-4.wav,111386,30.890258000000003,34.890258,1,6,5,engine_idling
645,111386-5-1-5.wav,111386,31.390258000000003,35.390258,1,6,5,engine_idling
646,111386-5-1-6.wav,111386,31.890258000000003,35.890258,1,6,5,engine_idling
647,111386-5-1-7.wav,111386,32.390258,36.390258,1,6,5,engine_idling
648,111386-5-1-8.wav,111386,32.890258,36.890258,1,6,5,engine_idling
649,111386-5-1-9.wav,111386,33.390258,37.390258,1,6,5,engine_idling
650,111671-8-0-0.wav,111671,1.1977659999999999,5.1977660000000006,1,5,8,siren
651,111671-8-0-1.wav,111671,1.6977659999999999,5.6977660000000006,1,5,8,siren
652,111671-8-0-10.wav,111671,6.1977660000000006,10.197766,1,5,8,siren
653,111671-8-0-11.wav,111671,6.6977660000000006,10.697766,1,5,8,siren
654,111671-8-0-12.wav,111671,7.1977660000000006,11.197766,1,5,8,siren
655,111671-8-0-13.wav,111671,7.6977660000000006,11.697766,1,5,8,siren
656,111671-8-0-14.wav,111671,8.197766,12.197766,1,5,8,siren
657,111671-8-0-15.wav,111671,8.697766,12.697766,1,5,8,siren
658,111671-8-0-16.wav,111671,9.197766,13.197766,1,5,8,siren
659,111671-8-0-17.wav,111671,9.697766,13.697766,1,5,8,siren
660,111671-8-0-18.wav,111671,10.197766,14.197766,1,5,8,siren
661,111671-8-0-19.wav,111671,10.697766,14.697766,1,5,8,siren
662,111671-8-0-2.wav,111671,2.197766,6.1977660000000006,1,5,8,siren
663,111671-8-0-20.wav,111671,11.197766,15.197766,1,5,8,siren
664,111671-8-0-21.wav,111671,11.697766,15.697766,1,5,8,siren
665,111671-8-0-22.wav,111671,12.197766,16.197766,1,5,8,siren
666,111671-8-0-3.wav,111671,2.697766,6.6977660000000006,1,5,8,siren
667,111671-8-0-4.wav,111671,3.197766,7.1977660000000006,1,5,8,siren
668,111671-8-0-5.wav,111671,3.6977660000000006,7.6977660000000006,1,5,8,siren
669,111671-8-0-6.wav,111671,4.1977660000000006,8.197766,1,5,8,siren
670,111671-8-0-7.wav,111671,4.6977660000000006,8.697766,1,5,8,siren
671,111671-8-0-8.wav,111671,5.1977660000000006,9.197766,1,5,8,siren
672,111671-8-0-9.wav,111671,5.6977660000000006,9.697766,1,5,8,siren
673,112075-5-0-0.wav,112075,8.037355,12.037355,2,3,5,engine_idling
674,112075-5-0-1.wav,112075,8.537355,12.537355,2,3,5,engine_idling
675,112075-5-0-2.wav,112075,9.037355,13.037355,2,3,5,engine_idling
680,113160-8-0-0.wav,113160,0.1029,0.90369,1,4,8,siren
681,113201-5-0-0.wav,113201,0.0,4.0,1,2,5,engine_idling
682,113201-5-0-1.wav,113201,0.5,4.5,1,2,5,engine_idling
683,113201-5-0-2.wav,113201,1.0,5.0,1,2,5,engine_idling
684,113201-5-0-3.wav,113201,1.5,5.5,1,2,5,engine_idling
685,113201-5-0-4.wav,113201,2.0,6.0,1,2,5,engine_idling
686,113201-5-0-5.wav,113201,2.5,6.5,1,2,5,engine_idling
687,113201-5-0-6.wav,113201,3.0,7.0,1,2,5,engine_idling
688,113201-5-0-7.wav,113201,3.5,7.5,1,2,5,engine_idling
689,113202-5-0-0.wav,113202,0.0,4.0,1,8,5,engine_idling
690,113202-5-0-1.wav,113202,0.5,4.5,1,8,5,engine_idling
691,113202-5-0-10.wav,113202,5.0,9.0,1,8,5,engine_idling
692,113202-5-0-11.wav,113202,5.5,9.5,1,8,5,engine_idling
693,113202-5-0-12.wav,113202,6.0,10.0,1,8,5,engine_idling
694,113202-5-0-13.wav,113202,6.5,10.5,1,8,5,engine_idling
695,113202-5-0-14.wav,113202,7.0,11.0,1,8,5,engine_idling
696,113202-5-0-15.wav,113202,7.5,11.5,1,8,5,engine_idling
697,113202-5-0-16.wav,113202,8.0,12.0,1,8,5,engine_idling
698,113202-5-0-17.wav,113202,8.5,12.5,1,8,5,engine_idling
699,113202-5-0-18.wav,113202,9.0,13.0,1,8,5,engine_idling
700,113202-5-0-19.wav,113202,9.5,13.5,1,8,5,engine_idling
701,113202-5-0-2.wav,113202,1.0,5.0,1,8,5,engine_idling
702,113202-5-0-20.wav,113202,10.0,14.0,1,8,5,engine_idling
703,113202-5-0-21.wav,113202,10.5,14.5,1,8,5,engine_idling
704,113202-5-0-22.wav,113202,11.0,15.0,1,8,5,engine_idling
705,113202-5-0-23.wav,113202,11.5,15.5,1,8,5,engine_idling
706,113202-5-0-24.wav,113202,12.0,16.0,1,8,5,engine_idling
707,113202-5-0-25.wav,113202,12.5,16.5,1,8,5,engine_idling
708,113202-5-0-26.wav,113202,13.0,17.0,1,8,5,engine_idling
709,113202-5-0-27.wav,113202,13.5,17.5,1,8,5,engine_idling
710,113202-5-0-28.wav,113202,14.0,18.0,1,8,5,engine_idling
711,113202-5-0-3.wav,113202,1.5,5.5,1,8,5,engine_idling
712,113202-5-0-4.wav,113202,2.0,6.0,1,8,5,engine_idling
713,113202-5-0-5.wav,113202,2.5,6.5,1,8,5,engine_idling
714,113202-5-0-6.wav,113202,3.0,7.0,1,8,5,engine_idling
715,113202-5-0-7.wav,113202,3.5,7.5,1,8,5,engine_idling
716,113202-5-0-8.wav,113202,4.0,8.0,1,8,5,engine_idling
717,113202-5-0-9.wav,113202,4.5,8.5,1,8,5,engine_idling
718,113203-5-0-0.wav,113203,43.494706,47.494706,1,8,5,engine_idling
719,113203-5-0-1.wav,113203,43.994706,47.994706,1,8,5,engine_idling
720,113203-5-0-2.wav,113203,44.494706,48.494706,1,8,5,engine_idling
721,113203-5-0-3.wav,113203,44.994706,48.994706,1,8,5,engine_idling
722,113203-5-0-4.wav,113203,45.494706,49.494706,1,8,5,engine_idling
723,113203-5-0-5.wav,113203,45.994706,49.994706,1,8,5,engine_idling
724,113203-5-0-6.wav,113203,46.494706,50.494706,1,8,5,engine_idling
725,113203-5-0-7.wav,113203,46.994706,50.994706,1,8,5,engine_idling
726,113203-5-0-8.wav,113203,47.494706,51.494706,1,8,5,engine_idling
727,113203-5-1-0.wav,113203,79.23588199999999,83.23588199999999,1,8,5,engine_idling
728,113203-5-1-1.wav,113203,79.73588199999999,83.73588199999999,1,8,5,engine_idling
729,113203-5-1-2.wav,113203,80.23588199999999,84.23588199999999,1,8,5,engine_idling
730,113203-5-2-0.wav,113203,94.771765,97.308235,1,8,5,engine_idling
731,113203-5-3-0.wav,113203,100.50764699999999,104.50764699999999,1,8,5,engine_idling
732,113203-5-3-1.wav,113203,101.00764699999999,105.00764699999999,1,8,5,engine_idling
733,113203-5-4-0.wav,113203,115.89941200000001,119.89941200000001,1,8,5,engine_idling
734,113203-5-5-0.wav,113203,125.094118,128.351176,1,8,5,engine_idling
735,113203-5-6-0.wav,113203,132.93411799999998,136.93411799999998,1,8,5,engine_idling
736,113203-5-7-0.wav,113203,141.581176,142.618824,1,8,5,engine_idling
737,113203-5-8-0.wav,113203,145.87588200000002,146.82705900000002,1,8,5,engine_idling
738,113205-5-0-0.wav,113205,2.12,5.36,1,1,5,engine_idling
739,113205-5-1-0.wav,113205,27.04,31.04,1,1,5,engine_idling
740,113205-5-1-1.wav,113205,27.54,31.54,1,1,5,engine_idling
741,113205-5-1-2.wav,113205,28.04,32.04,1,1,5,engine_idling
742,113205-5-1-3.wav,113205,28.54,32.54,1,1,5,engine_idling
743,113205-5-1-4.wav,113205,29.04,33.04,1,1,5,engine_idling
744,113205-5-1-5.wav,113205,29.54,33.54,1,1,5,engine_idling
745,113205-5-1-6.wav,113205,30.04,34.04,1,1,5,engine_idling
746,113205-5-1-7.wav,113205,30.54,34.54,1,1,5,engine_idling
747,113205-5-1-8.wav,113205,31.04,35.04,1,1,5,engine_idling
748,113205-5-1-9.wav,113205,31.54,35.54,1,1,5,engine_idling
749,113216-5-0-0.wav,113216,2.693333,6.693333,1,8,5,engine_idling
750,113216-5-0-1.wav,113216,3.193333,7.193333,1,8,5,engine_idling
751,113216-5-0-2.wav,113216,3.693333,7.693333,1,8,5,engine_idling
752,113216-5-0-3.wav,113216,4.193333,8.193333,1,8,5,engine_idling
753,113216-5-0-4.wav,113216,4.693333,8.693333,1,8,5,engine_idling
849,117181-8-0-0.wav,117181,0.0,4.0,1,8,8,siren
850,117181-8-0-1.wav,117181,0.5,4.5,1,8,8,siren
851,117181-8-0-10.wav,117181,5.0,9.0,1,8,8,siren
852,117181-8-0-11.wav,117181,5.5,9.5,1,8,8,siren
853,117181-8-0-12.wav,117181,6.0,10.0,1,8,8,siren
854,117181-8-0-2.wav,117181,1.0,5.0,1,8,8,siren
855,117181-8-0-3.wav,117181,1.5,5.5,1,8,8,siren
856,117181-8-0-4.wav,117181,2.0,6.0,1,8,8,siren
857,117181-8-0-5.wav,117181,2.5,6.5,1,8,8,siren
858,117181-8-0-6.wav,117181,3.0,7.0,1,8,8,siren
859,117181-8-0-7.wav,117181,3.5,7.5,1,8,8,siren
860,117181-8-0-8.wav,117181,4.0,8.0,1,8,8,siren
861,117181-8-0-9.wav,117181,4.5,8.5,1,8,8,siren
868,117536-1-0-0.wav,117536,31.064967,31.640588,2,4,1,car_horn
875,118070-1-0-0.wav,118070,0.392887,0.6179640000000001,1,3,1,car_horn
895,118279-8-0-0.wav,118279,0.0,4.0,2,1,8,siren
896,118279-8-0-1.wav,118279,0.5,4.5,2,1,8,siren
897,118279-8-0-10.wav,118279,5.0,9.0,2,1,8,siren
898,118279-8-0-11.wav,118279,5.5,9.5,2,1,8,siren
899,118279-8-0-12.wav,118279,6.0,10.0,2,1,8,siren
900,118279-8-0-13.wav,118279,6.5,10.5,2,1,8,siren
901,118279-8-0-14.wav,118279,7.0,11.0,2,1,8,siren
902,118279-8-0-2.wav,118279,1.0,5.0,2,1,8,siren
903,118279-8-0-3.wav,118279,1.5,5.5,2,1,8,siren
904,118279-8-0-4.wav,118279,2.0,6.0,2,1,8,siren
905,118279-8-0-5.wav,118279,2.5,6.5,2,1,8,siren
906,118279-8-0-6.wav,118279,3.0,7.0,2,1,8,siren
907,118279-8-0-7.wav,118279,3.5,7.5,2,1,8,siren
908,118279-8-0-8.wav,118279,4.0,8.0,2,1,8,siren
909,118279-8-0-9.wav,118279,4.5,8.5,2,1,8,siren
919,118496-1-0-0.wav,118496,1.394779,1.649762,2,3,1,car_horn
920,118496-1-1-0.wav,118496,1.963587,2.155369,2,3,1,car_horn
921,118558-5-0-0.wav,118558,19.743613,23.743613,1,10,5,engine_idling
922,118558-5-0-1.wav,118558,20.243613,24.243613,1,10,5,engine_idling
923,118558-5-0-2.wav,118558,20.743613,24.743613,1,10,5,engine_idling
924,118558-5-1-0.wav,118558,31.128617,35.128617,1,10,5,engine_idling
925,118558-5-1-1.wav,118558,31.628617,35.628617,1,10,5,engine_idling
926,118558-5-1-2.wav,118558,32.128617,36.128617,1,10,5,engine_idling
927,118558-5-2-0.wav,118558,47.413495000000005,51.413495000000005,1,10,5,engine_idling
928,118558-5-2-1.wav,118558,47.913495000000005,51.913495000000005,1,10,5,engine_idling
